ID,coho,area,ppt.su.2000,ppt.su.2001,ppt.su.2002,ppt.su.2003,ppt.su.2004,ppt.su.2005,ppt.su.2006,ppt.su.2007,ppt.su.2008,ppt.su.2009,ppt.su.2010,ppt.su.2011,ppt.fa.2000,ppt.fa.2001,ppt.fa.2002,ppt.fa.2003,ppt.fa.2004,ppt.fa.2005,ppt.fa.2006,ppt.fa.2007,ppt.fa.2008,ppt.fa.2009,ppt.fa.2010,ppt.fa.2011,ccap.decid,ccap.open,ccap.evgrn,ccap.hdev,ccap.ldev,ccap.mdev,ccap.mxforest,ccap.wetland,ccap.ag,ccap.other,roads.1,roads.2,roads.3,roads.4,roads.5,nlcd.imperv,restoration,pop.census,pop.lscan,traffic
1454,0,33508638,21,76,24,9,97,57,18,77,74,22,15,30,281,504,213,700,283,396,867,288,398,751,325,394,0.009,0.000,0.821,0.000,0.001,0.000,0.048,0.000,0.001,0.120,0,0,0,0,523,0.0018,0.0000,7.69,1.19,15.2
1455,0,21163701,33,102,28,12,112,71,21,74,75,24,16,41,302,549,237,774,329,426,917,308,495,775,412,414,0.002,0.000,0.910,0.000,0.000,0.000,0.005,0.000,0.000,0.083,0,0,0,0,0,0.0000,0.0000,1.77,0.00,0.0
1456,0,19249641,18,81,19,9,95,52,17,75,71,24,16,31,258,480,189,646,278,375,724,279,337,746,259,399,0.003,0.000,0.838,0.000,0.003,0.000,0.013,0.000,0.000,0.143,0,0,0,0,381,0.0016,0.0000,19.20,0.62,743.0
1457,0,8091574,17,80,19,9,94,51,16,74,69,25,16,31,274,514,198,681,280,370,744,300,355,791,280,426,0.006,0.000,0.807,0.000,0.007,0.002,0.020,0.000,0.000,0.158,0,0,0,0,381,0.0044,0.0000,1.85,0.02,1600.3
1458,0,33339996,23,77,25,9,94,64,17,70,72,20,16,32,280,499,215,717,277,386,827,268,399,708,331,362,0.029,0.000,0.871,0.000,0.001,0.000,0.025,0.006,0.008,0.060,0,0,0,0,307,0.0009,0.0600,3.45,1.53,171.1
1459,1,29761608,33,84,23,10,95,63,19,77,69,33,16,31,220,446,141,465,248,295,471,186,224,525,186,290,0.007,0.000,0.798,0.000,0.003,0.001,0.033,0.002,0.000,0.156,0,0,0,0,1055,0.0025,0.0672,7.53,1.96,38.2
1460,1,26829190,33,69,25,9,87,53,16,77,69,34,17,30,179,367,115,359,196,227,351,136,170,384,143,215,0.005,0.000,0.789,0.000,0.002,0.000,0.059,0.017,0.005,0.122,0,0,0,0,1097,0.0022,0.5964,7.55,0.64,53.9
1461,0,35924442,17,96,19,9,105,58,16,67,63,22,20,39,290,554,213,739,292,378,790,322,380,848,300,453,0.002,0.000,0.851,0.001,0.004,0.003,0.000,0.001,0.000,0.138,0,0,0,0,310,0.0048,0.0000,0.01,0.12,1269.1
1462,0,46960374,38,120,27,14,122,73,26,82,94,35,18,55,306,614,252,796,384,461,1098,396,656,993,570,559,0.001,0.000,0.842,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0,0,0,0,7,0.0003,0.0000,0.01,0.00,69.9
1463,0,3660235,18,83,19,8,95,52,16,74,70,26,15,30,286,535,203,696,284,368,714,299,350,779,278,419,0.001,0.000,0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0,0,0,0,0,0.0000,0.0000,0.14,0.00,0.0
1464,0,41098356,48,134,27,19,129,76,28,92,105,34,18,52,317,676,286,809,378,454,1095,431,625,1003,561,577,0.005,0.000,0.693,0.000,0.000,0.000,0.007,0.004,0.000,0.292,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1465,0,24977240,19,104,19,9,106,57,16,66,61,22,19,38,306,601,221,771,322,385,757,316,359,835,285,447,0.001,0.000,0.761,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0,0,0,0,12,0.0000,0.0000,0.02,0.00,0.0
1466,0,41176222,23,81,26,10,96,67,18,68,69,21,17,34,279,504,213,709,274,395,847,278,427,739,359,378,0.008,0.000,0.862,0.000,0.000,0.000,0.022,0.003,0.000,0.104,0,0,0,0,379,0.0010,0.0000,0.01,0.00,256.9
1467,0,28630565,22,98,20,8,102,58,17,68,63,23,15,32,295,580,208,704,332,392,699,292,333,772,268,415,0.001,0.000,0.972,0.000,0.002,0.000,0.000,0.000,0.000,0.024,0,0,0,0,392,0.0016,0.0000,0.02,0.00,0.0
1468,1,17675422,36,81,21,9,93,61,19,80,68,38,16,31,216,497,139,449,257,302,450,181,219,508,209,284,0.004,0.000,0.873,0.000,0.000,0.000,0.019,0.016,0.000,0.089,0,0,0,0,557,0.0006,0.1132,0.00,0.00,0.0
1469,1,11525622,39,81,23,9,96,72,22,81,73,44,21,32,214,501,140,436,244,287,428,172,211,485,208,270,0.003,0.000,0.913,0.000,0.000,0.000,0.015,0.000,0.000,0.069,0,0,0,0,1195,0.0012,0.5206,4.05,0.00,233.2
1470,0,31146857,19,76,22,8,93,61,19,69,64,21,15,32,260,485,192,670,271,367,839,288,420,778,349,415,0.002,0.000,0.940,0.000,0.000,0.000,0.008,0.018,0.000,0.032,0,0,0,0,38,0.0003,0.0000,0.00,0.00,43.5
1471,0,31394547,16,93,18,8,102,60,15,64,60,20,19,39,282,519,199,708,280,364,759,300,367,823,288,438,0.001,0.000,0.925,0.000,0.000,0.000,0.001,0.000,0.000,0.074,0,0,0,0,356,0.0001,0.0000,0.02,0.03,169.2
1472,1,31374583,36,100,22,9,98,67,19,67,54,31,13,31,260,560,165,513,331,352,560,236,278,649,257,359,0.001,0.000,0.921,0.000,0.000,0.000,0.011,0.001,0.000,0.066,0,0,0,0,119,0.0005,0.0000,0.00,0.00,0.0
1473,1,15186816,35,92,20,8,93,62,19,66,51,34,14,30,270,659,164,467,374,362,492,214,257,606,263,333,0.001,0.000,0.861,0.000,0.000,0.000,0.009,0.000,0.000,0.129,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1474,1,22746558,40,91,23,10,100,77,19,72,72,40,20,32,253,705,154,454,325,362,441,195,239,529,255,309,0.001,0.000,0.869,0.000,0.002,0.000,0.007,0.000,0.000,0.120,0,0,0,0,1370,0.0026,0.0000,0.27,0.01,250.4
1475,1,23200822,39,92,19,7,98,67,17,64,67,38,15,29,257,700,155,447,349,357,422,193,229,537,252,292,0.006,0.000,0.952,0.000,0.000,0.000,0.008,0.000,0.000,0.033,0,0,0,0,695,0.0002,0.0000,0.00,0.00,0.0
1476,0,42103842,20,93,18,9,100,61,17,69,65,22,19,37,286,528,198,703,297,374,826,315,408,870,331,466,0.004,0.000,0.951,0.000,0.000,0.000,0.002,0.005,0.000,0.037,0,0,0,0,0,0.0000,0.0000,0.01,0.00,0.0
1477,0,29572169,27,99,22,12,106,67,26,74,78,26,17,38,307,626,232,767,349,439,988,360,508,910,438,507,0.001,0.000,0.719,0.000,0.000,0.000,0.000,0.002,0.000,0.278,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1478,0,32008885,50,137,24,22,125,78,25,76,84,26,20,43,302,610,213,765,337,416,940,375,484,913,414,506,0.001,0.000,0.645,0.000,0.000,0.000,0.000,0.000,0.000,0.353,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1479,0,39718664,25,102,20,9,103,60,16,66,62,23,16,34,286,574,196,678,315,361,728,306,350,809,293,436,0.002,0.000,0.590,0.000,0.000,0.000,0.000,0.002,0.000,0.406,0,0,0,0,43,0.0000,0.0000,0.01,0.00,0.0
1480,0,46438387,36,109,21,10,100,63,22,76,71,33,18,36,289,655,201,583,358,372,728,342,380,821,364,454,0.001,0.000,0.627,0.000,0.000,0.000,0.000,0.001,0.000,0.370,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1481,0,19807164,30,102,21,9,100,61,18,69,65,27,16,35,278,580,193,627,323,362,709,308,352,803,307,431,0.003,0.000,0.773,0.000,0.000,0.000,0.000,0.000,0.000,0.224,0,0,0,0,0,0.0000,0.0000,0.03,0.00,0.0
1482,0,20596757,37,97,19,7,95,66,14,57,54,30,9,26,265,674,158,460,367,371,442,197,242,573,266,306,0.001,0.000,0.813,0.000,0.000,0.000,0.006,0.000,0.003,0.178,0,0,0,0,634,0.0000,0.0971,0.00,0.00,0.0
1483,0,25847080,50,116,21,11,107,79,18,73,78,38,15,34,266,792,186,503,402,388,553,254,320,656,354,389,0.001,0.000,0.751,0.000,0.000,0.000,0.007,0.000,0.000,0.241,0,0,0,0,183,0.0000,0.0774,0.00,0.00,0.0
1484,0,27992622,42,114,22,10,102,67,20,78,65,34,16,36,288,707,202,541,394,386,626,298,335,716,349,412,0.002,0.000,0.474,0.000,0.000,0.000,0.001,0.003,0.000,0.521,0,0,0,0,3,0.0000,0.0000,0.00,0.00,0.0
1485,0,53229771,56,130,23,14,107,84,23,108,92,42,25,48,261,767,196,535,383,376,761,358,456,810,480,530,0.001,0.000,0.557,0.000,0.000,0.000,0.000,0.002,0.000,0.440,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1486,0,31709968,36,123,21,12,114,66,17,70,75,26,20,37,314,627,243,743,346,392,884,358,450,926,387,512,0.001,0.000,0.710,0.000,0.000,0.000,0.001,0.001,0.000,0.287,0,0,0,0,0,0.0000,0.0000,0.02,0.00,0.0
1487,0,33971373,85,171,28,31,155,94,33,90,137,48,33,61,362,781,320,948,399,453,1128,513,648,1238,626,714,0.003,0.000,0.832,0.000,0.000,0.000,0.002,0.001,0.000,0.162,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1488,0,23879193,33,115,20,12,112,64,23,79,91,30,24,43,304,625,235,776,327,396,1010,416,539,1061,483,591,0.004,0.000,0.912,0.000,0.000,0.000,0.005,0.026,0.000,0.054,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1489,0,39091707,86,175,28,32,154,91,37,97,159,49,34,73,357,800,358,975,415,462,1278,589,743,1396,738,819,0.002,0.000,0.646,0.000,0.000,0.000,0.001,0.002,0.000,0.349,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1490,0,22948852,89,171,27,30,154,96,19,97,111,35,33,44,367,830,318,930,430,451,1019,480,628,1109,603,653,0.001,0.000,0.549,0.000,0.000,0.000,0.001,0.003,0.000,0.446,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1491,0,27145326,131,190,35,49,193,125,24,114,149,46,38,51,460,1046,385,1222,573,582,1287,607,753,1442,739,838,0.002,0.000,0.679,0.000,0.000,0.000,0.001,0.000,0.000,0.318,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1492,0,20823967,128,202,32,45,193,109,56,142,250,79,49,112,412,932,453,1199,522,524,1618,828,965,1894,1032,1130,0.001,0.000,0.493,0.000,0.000,0.000,0.001,0.014,0.000,0.491,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1493,0,29318238,148,199,40,57,199,130,41,104,190,62,51,72,454,1012,432,1262,605,615,1339,730,822,1608,836,942,0.002,0.000,0.875,0.000,0.000,0.000,0.001,0.019,0.000,0.103,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1494,0,18795899,162,211,44,56,209,132,52,133,249,77,57,94,531,1216,610,1567,703,699,1504,837,892,1814,942,1065,0.000,0.000,0.687,0.000,0.000,0.000,0.001,0.006,0.000,0.305,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1495,0,23043294,27,88,27,11,105,64,16,70,66,18,12,28,276,468,206,704,290,396,717,225,311,583,239,342,0.070,0.004,0.537,0.000,0.016,0.002,0.102,0.019,0.022,0.228,0,0,302,0,633,0.0097,0.0434,12.52,7.73,987.7
1496,0,26088757,21,90,22,10,105,62,19,71,73,22,18,35,280,522,210,711,296,385,885,324,436,824,357,434,0.002,0.000,0.891,0.000,0.000,0.000,0.000,0.002,0.000,0.105,0,0,0,0,48,0.0000,0.0000,0.00,0.01,180.6
1497,0,19559132,114,169,28,40,168,103,24,97,135,41,40,49,398,881,352,1076,494,517,1148,560,716,1291,683,756,0.001,0.000,0.875,0.000,0.000,0.000,0.000,0.005,0.000,0.119,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1498,0,21865637,62,142,20,21,136,78,29,93,132,43,36,54,337,765,354,960,422,461,1094,545,681,1238,664,730,0.006,0.000,0.838,0.000,0.000,0.000,0.001,0.021,0.000,0.133,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1499,0,25310086,53,148,24,15,131,77,21,80,94,31,27,43,337,755,319,871,423,422,955,400,548,1003,519,582,0.000,0.000,0.842,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
1500,0,27043551,34,116,21,11,109,63,19,71,75,28,19,37,296,633,216,677,341,376,834,369,426,912,368,497,0.003,0.000,0.344,0.000,0.000,0.000,0.001,0.002,0.000,0.650,0,0,0,0,0,0.0000,0.0000,0.02,0.00,0.0
1501,0,33103008,23,108,19,10,107,58,16,64,64,23,19,38,301,581,224,730,310,370,804,328,385,875,310,471,0.001,0.000,0.630,0.000,0.000,0.000,0.001,0.000,0.000,0.368,0,0,0,0,55,0.0000,0.0000,0.02,0.00,0.0
1502,1,27317401,29,80,22,9,95,62,18,76,73,31,15,30,234,459,158,527,272,332,482,174,218,519,162,284,0.005,0.000,0.819,0.000,0.002,0.000,0.030,0.003,0.000,0.140,0,0,0,0,747,0.0016,0.0000,6.29,1.28,0.0
1503,0,6059664,21,72,23,9,92,48,14,67,71,19,10,24,250,402,179,577,269,381,631,233,252,604,198,337,0.017,0.002,0.648,0.003,0.001,0.003,0.077,0.010,0.000,0.238,0,0,0,0,121,0.0056,0.0000,23.25,13.12,0.0
1504,1,19631530,21,49,21,9,74,39,12,53,57,23,12,23,135,255,84,260,151,159,269,99,128,285,95,160,0.020,0.006,0.426,0.002,0.064,0.013,0.124,0.017,0.107,0.220,0,0,0,0,2612,0.0359,0.3056,71.98,41.58,499.1
1505,1,10434195,20,69,21,9,87,47,14,66,70,20,11,26,242,391,172,550,253,336,639,225,263,610,207,336,0.025,0.007,0.645,0.000,0.012,0.002,0.112,0.000,0.027,0.171,0,0,0,0,1168,0.0084,0.0000,46.39,36.17,290.3
1506,1,17371305,17,63,17,8,81,44,15,71,69,23,9,25,226,408,163,531,240,303,518,195,225,557,157,296,0.012,0.003,0.453,0.000,0.011,0.000,0.083,0.000,0.002,0.435,0,0,0,0,1245,0.0049,0.6332,58.43,17.86,302.2
1507,1,40023532,19,67,18,8,84,49,15,71,70,25,10,26,218,397,149,494,244,300,508,189,225,547,159,293,0.009,0.000,0.710,0.000,0.005,0.000,0.054,0.000,0.001,0.220,0,0,0,0,673,0.0030,0.0000,19.21,4.98,62.0
1508,1,10719970,16,50,16,8,72,37,12,61,61,20,6,22,179,306,122,393,186,207,411,144,162,448,103,232,0.010,0.004,0.294,0.001,0.022,0.003,0.096,0.006,0.035,0.530,0,0,0,0,2042,0.0089,0.0000,62.86,28.88,393.9
1509,1,9473490,21,41,22,9,73,35,11,45,51,21,14,21,112,200,62,209,128,126,232,90,124,248,96,143,0.002,0.044,0.330,0.014,0.099,0.048,0.039,0.002,0.396,0.025,0,0,33,323,3706,0.0853,0.0000,161.83,145.03,890.7
1510,1,9525250,15,53,14,7,76,38,11,59,54,12,6,16,155,233,87,363,174,174,430,135,132,434,96,232,0.150,0.005,0.264,0.005,0.041,0.018,0.080,0.110,0.118,0.209,0,0,0,72,2163,0.0311,1.8897,84.75,50.57,428.6
1511,1,6781101,12,18,13,7,55,22,8,29,32,14,12,14,77,114,39,139,86,68,175,70,113,203,78,113,0.009,0.020,0.022,0.007,0.136,0.033,0.016,0.147,0.470,0.140,0,0,0,431,3435,0.0819,2.5070,153.94,93.02,1100.4
1512,0,3638599,13,47,12,6,61,30,8,51,53,14,7,19,131,194,71,297,143,97,375,117,128,402,81,215,0.027,0.232,0.149,0.042,0.308,0.149,0.025,0.000,0.033,0.035,0,0,266,787,2185,0.2678,0.0000,283.56,314.28,6158.4
1513,1,13932691,15,26,16,8,61,26,9,34,38,17,12,17,92,153,49,168,105,93,191,75,115,212,83,121,0.003,0.034,0.117,0.018,0.174,0.091,0.060,0.012,0.457,0.034,0,0,21,450,3656,0.1515,0.2871,319.53,138.22,2509.4
1514,1,10317106,15,54,15,7,73,36,10,58,57,14,7,18,163,248,98,376,179,179,448,148,154,454,110,250,0.075,0.115,0.181,0.026,0.141,0.077,0.054,0.019,0.181,0.132,0,0,295,117,2321,0.1361,0.0000,90.71,64.20,4293.5
1515,1,5280362,13,22,13,7,56,24,8,30,33,14,10,16,80,124,42,147,90,71,191,73,114,216,80,118,0.001,0.021,0.029,0.044,0.095,0.090,0.003,0.067,0.611,0.039,0,0,217,104,3685,0.1528,0.0000,226.38,86.34,3568.5
1516,1,4865883,15,51,13,7,63,33,8,52,57,16,8,23,157,236,96,340,160,135,404,128,149,436,99,231,0.049,0.078,0.166,0.030,0.260,0.177,0.094,0.004,0.063,0.080,0,0,277,1390,6075,0.2439,0.4110,854.17,710.07,11523.5
1517,1,6847886,12,24,12,7,54,25,8,32,33,13,8,16,80,120,41,150,87,66,204,77,116,232,81,124,0.007,0.018,0.022,0.013,0.127,0.031,0.005,0.052,0.684,0.042,0,0,0,455,3459,0.0765,0.8762,183.46,80.54,1667.3
1518,1,4200687,17,57,15,7,70,38,10,56,64,18,9,25,188,287,124,400,192,187,460,154,176,491,127,267,0.046,0.065,0.242,0.013,0.137,0.088,0.156,0.008,0.091,0.154,0,0,106,191,4931,0.1248,0.4761,615.97,471.01,5841.3
1519,1,7619309,14,29,13,7,60,28,9,39,40,15,5,19,93,144,49,180,103,82,240,86,120,269,83,144,0.040,0.024,0.153,0.020,0.145,0.045,0.059,0.015,0.379,0.120,0,0,206,143,2872,0.1013,0.1312,262.29,95.83,4390.9
1520,1,11179404,15,30,15,7,62,29,10,37,38,17,6,21,92,147,49,176,106,87,225,82,117,250,83,135,0.015,0.009,0.203,0.013,0.114,0.063,0.042,0.020,0.414,0.107,0,0,305,18,2790,0.0922,0.3578,128.32,73.02,5779.7
1521,1,7687442,15,26,15,7,60,26,9,33,36,16,11,17,89,148,48,164,102,86,197,76,115,218,83,122,0.026,0.017,0.156,0.036,0.145,0.088,0.043,0.094,0.276,0.119,0,0,408,254,2450,0.1542,1.3008,231.39,92.59,5910.6
1522,1,5578681,12,16,12,7,55,22,9,28,32,15,11,15,79,120,41,140,90,72,171,68,112,196,78,110,0.005,0.010,0.034,0.043,0.196,0.134,0.011,0.011,0.515,0.040,0,0,100,686,4148,0.2124,0.7170,316.32,137.42,5178.4
1523,1,6630999,16,52,15,8,66,35,10,57,57,18,8,24,164,262,104,361,176,159,432,140,166,472,112,237,0.036,0.084,0.263,0.026,0.114,0.052,0.195,0.000,0.019,0.211,0,0,245,0,3225,0.1062,0.1508,249.47,197.48,6143.5
1524,1,10629872,15,49,14,7,66,34,10,57,55,17,4,22,156,248,96,340,169,157,399,133,156,441,101,220,0.052,0.058,0.156,0.018,0.121,0.035,0.212,0.010,0.182,0.157,0,0,162,0,3184,0.0906,0.5644,211.01,96.66,4634.5
1525,1,9763378,14,38,12,8,60,29,9,47,48,16,3,20,121,188,65,243,128,102,316,108,126,357,85,182,0.039,0.012,0.283,0.019,0.081,0.036,0.099,0.013,0.277,0.141,0,0,493,441,2183,0.0705,0.2048,150.55,97.34,6061.2
1526,0,7974635,15,32,13,8,62,29,10,44,46,16,3,20,107,165,56,210,116,94,277,96,124,309,83,164,0.013,0.018,0.290,0.005,0.094,0.024,0.033,0.006,0.406,0.112,0,0,363,242,2005,0.0536,0.0000,155.02,79.81,6389.6
1527,1,9181122,16,44,13,7,62,31,9,48,49,16,3,20,132,198,70,267,136,103,355,118,134,398,86,195,0.040,0.017,0.232,0.012,0.063,0.032,0.164,0.017,0.263,0.161,0,0,562,0,2244,0.0587,0.1089,135.01,63.54,7446.1
1528,1,11641856,12,15,13,7,55,21,9,29,31,15,12,15,78,116,39,133,89,71,167,67,110,187,78,109,0.007,0.025,0.129,0.107,0.164,0.184,0.019,0.078,0.247,0.039,0,0,97,490,5258,0.2729,0.1718,445.59,462.03,3908.5
1529,1,12104951,12,17,14,7,56,21,9,29,32,16,12,15,78,114,38,130,87,70,169,68,111,185,78,110,0.004,0.022,0.067,0.060,0.139,0.151,0.022,0.025,0.452,0.058,0,0,273,514,5071,0.1887,0.7435,280.07,237.80,6443.0
1530,1,12570409,22,74,25,9,99,54,15,67,73,15,9,22,257,418,184,624,276,364,632,224,239,595,185,338,0.035,0.005,0.554,0.000,0.026,0.002,0.151,0.015,0.002,0.210,0,0,400,123,608,0.0140,0.0000,22.21,7.04,1944.6
1531,1,5479180,18,63,18,8,88,45,13,65,64,13,7,18,202,318,133,476,222,264,529,181,185,519,141,285,0.086,0.008,0.340,0.002,0.041,0.006,0.104,0.016,0.200,0.198,0,0,215,202,1452,0.0248,0.0000,58.10,59.82,3072.3
1532,0,6091222,19,66,18,8,82,46,12,64,70,22,12,28,232,379,165,519,237,275,615,213,259,610,202,333,0.004,0.007,0.604,0.000,0.010,0.001,0.224,0.000,0.000,0.150,0,0,0,0,817,0.0026,0.0000,63.58,40.88,0.0
1533,0,5042227,17,59,17,8,74,41,11,62,65,21,10,26,197,322,134,441,209,218,526,176,212,548,155,285,0.014,0.026,0.512,0.000,0.030,0.002,0.277,0.000,0.010,0.130,0,0,0,0,2115,0.0176,0.0000,112.75,68.26,2539.5
1534,1,5129073,16,54,16,8,69,37,10,59,61,19,10,25,174,280,113,384,188,178,455,148,175,496,120,251,0.025,0.030,0.364,0.008,0.078,0.033,0.231,0.002,0.005,0.225,0,0,141,0,3333,0.0630,0.0000,242.04,221.07,3608.8
1535,1,11020598,15,50,14,7,67,35,10,59,56,17,5,23,161,255,101,352,173,158,416,138,161,459,105,229,0.011,0.049,0.243,0.013,0.106,0.042,0.238,0.002,0.172,0.123,0,0,74,0,2880,0.0847,0.0907,183.83,150.77,3066.9
1536,1,25474128,20,55,19,9,80,45,14,64,65,24,9,25,182,318,120,385,190,218,363,129,158,397,104,212,0.014,0.000,0.480,0.000,0.019,0.003,0.068,0.010,0.000,0.406,0,0,0,0,1471,0.0109,0.0000,27.30,11.09,86.0
1537,1,6273273,12,23,13,7,56,24,8,31,33,14,9,16,80,121,42,148,89,68,196,75,115,223,80,121,0.012,0.019,0.010,0.038,0.184,0.117,0.002,0.026,0.544,0.048,0,0,0,1017,2640,0.1777,0.4782,189.54,89.54,5030.7
1538,1,5419798,16,32,16,8,64,29,9,38,42,18,11,19,105,184,62,198,118,110,221,83,119,241,86,134,0.004,0.013,0.143,0.047,0.133,0.107,0.048,0.006,0.331,0.168,0,0,391,216,3662,0.1562,0.7380,189.06,186.44,5908.4
1539,1,8088436,20,48,19,8,75,40,12,52,54,22,10,23,160,298,112,325,169,191,279,102,131,308,93,167,0.024,0.007,0.472,0.004,0.059,0.016,0.090,0.021,0.010,0.299,0,0,0,0,1935,0.0356,0.0000,46.01,22.23,26.7
1540,0,5021271,15,49,14,7,62,33,8,53,54,16,8,24,150,232,91,325,158,125,390,122,143,429,92,218,0.026,0.070,0.080,0.074,0.317,0.336,0.044,0.000,0.000,0.052,0,0,481,618,9676,0.3999,0.0000,1256.13,1447.65,15167.3
1541,0,2243948,12,16,14,7,56,21,9,29,32,16,12,15,75,108,35,125,85,67,161,66,110,182,78,108,0.002,0.000,0.210,0.000,0.059,0.006,0.010,0.000,0.687,0.027,0,0,0,0,2377,0.0243,0.4456,28.03,10.79,0.0
1542,1,1537515,14,48,12,6,67,32,9,55,53,13,6,17,140,208,76,324,159,126,401,125,127,411,86,223,0.045,0.095,0.356,0.003,0.055,0.021,0.047,0.103,0.101,0.174,0,0,0,0,1264,0.0466,0.0000,217.04,10.85,640.2
1543,0,3110224,13,46,12,6,61,29,7,51,52,14,7,19,128,189,68,290,140,90,370,115,124,397,78,213,0.039,0.135,0.158,0.014,0.357,0.172,0.035,0.015,0.011,0.065,0,0,0,1304,8004,0.2642,0.0000,862.21,525.57,4491.6
1544,0,2120216,13,44,11,6,55,28,6,47,49,13,7,23,120,178,63,265,122,71,334,97,116,370,66,187,0.043,0.054,0.016,0.115,0.210,0.293,0.009,0.002,0.005,0.252,0,0,0,1133,8508,0.3610,0.0000,845.55,330.05,12627.2
1545,0,2600483,13,42,11,6,55,28,6,47,45,13,8,25,119,183,65,260,126,72,327,95,117,363,68,176,0.002,0.022,0.020,0.259,0.215,0.428,0.008,0.000,0.000,0.045,0,0,1572,1373,9890,0.5980,0.0000,1273.44,1136.95,32332.2
1546,0,2915722,13,45,10,6,52,28,5,45,44,12,2,21,123,184,65,259,126,77,303,90,116,342,63,163,0.019,0.150,0.100,0.058,0.355,0.158,0.063,0.009,0.020,0.069,0,0,537,0,6496,0.3004,0.0000,486.79,196.24,15665.2
1547,0,5349093,14,39,11,7,53,27,7,44,43,13,2,19,114,172,59,228,120,82,289,96,120,326,75,165,0.062,0.010,0.278,0.001,0.089,0.017,0.225,0.019,0.096,0.203,0,0,174,0,3584,0.0494,0.0000,200.69,72.57,1825.9
1548,0,1732780,13,32,11,6,51,26,7,39,38,12,2,20,100,152,53,197,108,79,250,87,117,283,76,148,0.007,0.018,0.171,0.002,0.161,0.017,0.019,0.001,0.573,0.033,0,0,0,221,2648,0.0718,0.5771,295.28,49.43,1111.8
1549,0,3822881,13,29,12,7,54,27,8,38,38,13,3,20,94,145,50,185,103,79,241,86,118,272,78,143,0.005,0.059,0.017,0.001,0.253,0.053,0.008,0.000,0.587,0.017,0,0,0,407,4066,0.1277,0.0000,282.67,97.06,2302.9
1550,0,4375925,12,22,13,7,55,24,8,31,33,13,9,15,79,118,41,146,87,66,197,76,115,225,81,123,0.009,0.069,0.131,0.000,0.292,0.047,0.017,0.025,0.311,0.099,0,0,0,92,4776,0.1378,0.0000,226.21,207.27,702.1
1551,1,3243812,12,15,14,7,55,21,8,29,31,14,12,14,76,110,38,130,86,68,160,66,109,184,78,108,0.016,0.078,0.005,0.016,0.219,0.075,0.021,0.044,0.486,0.040,0,0,0,285,5442,0.1470,0.3083,340.31,122.13,1728.1
1552,1,2801093,12,17,13,7,55,22,8,28,31,14,12,14,77,114,39,138,87,69,169,68,112,196,77,110,0.033,0.027,0.014,0.003,0.142,0.041,0.014,0.304,0.314,0.108,0,0,0,749,3586,0.0728,0.0000,212.19,28.35,3913.4
1553,0,687469,12,20,13,7,55,23,8,30,33,14,11,15,77,116,40,138,85,66,185,76,116,216,82,121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.990,0,0,0,0,0,0.0000,0.0000,120.01,0.00,0.0
1554,0,989862,12,21,13,7,55,23,8,31,33,14,10,15,79,119,41,145,88,68,197,78,116,226,82,125,0.000,0.015,0.003,0.000,0.163,0.025,0.000,0.013,0.607,0.174,0,0,0,0,5428,0.0770,0.0000,254.41,42.88,456.7
1555,1,28938550,98,227,28,44,175,113,43,191,211,70,37,126,382,744,440,1041,602,648,1096,672,781,1119,683,740,0.020,0.000,0.570,0.000,0.002,0.000,0.020,0.006,0.000,0.382,0,0,0,0,1257,0.0012,0.0346,0.15,0.00,0.0
1556,1,22052835,91,208,26,41,159,100,39,181,188,63,32,109,366,697,415,1002,575,621,978,545,714,949,574,636,0.034,0.000,0.840,0.000,0.000,0.000,0.036,0.001,0.000,0.089,0,0,0,0,1039,0.0000,0.0000,0.11,0.00,0.0
1557,1,8510874,72,175,24,33,156,88,34,169,144,48,24,77,339,654,352,866,512,577,891,382,572,721,419,516,0.020,0.000,0.748,0.000,0.000,0.000,0.048,0.002,0.000,0.182,0,0,0,0,1873,0.0000,0.0000,0.44,6.52,0.0
